0| -1| 0.18181818181818182
0| 2|0 0.2727272727272727
0| 4|0 0.09090909090909091
0| 4| 0.09090909090909091
0| -5| 0.36363636363636365
-1| -3| 0.25
-1| 11| 0.25
-1| 0|2 0.5
2|0 4|2 1.0
4|0 7| 1.0
4| 5| 0.42857142857142855
4| -8| 0.14285714285714285
4| 7| 0.42857142857142855
-5| -6| 1.0
-3| 11| 0.6
-3| 2|-3 0.4
11| 9| 1.0
0|2 2|-3 1.0
4|2 5| 1.0
7| -5|7 1.0
2| -3| 0.20689655172413793
2| 0|2 0.06896551724137931
2| 4|2 0.10344827586206896
2| 4| 0.27586206896551724
2| 5| 0.034482758620689655
2| 4|5 0.27586206896551724
2| 5|7.9 0.034482758620689655
5| 4|5 0.4444444444444444
5| -5| 0.16666666666666666
5| 7| 0.2222222222222222
5| -5|7 0.16666666666666666
9| 7|9 1.0
-8| -7| 0.5
-8| 4|5 0.5
-7| -5| 1.0
7|9 5|7.9 0.25
7|9 -5|7 0.75
