-20|	-21|	0.5
-20|	-19|	0.25
-20|	-29|	0.25
-21|	-20|	1.0
-19|	-20|	1.0
-29|	-13|	0.05263157894736842
-29|	-2|-29	1.0
-11|	-2|-11	1.0
-2|	0|	1.0
0|	-29|	0.3333333333333333
0|	-13|	0.35185185185185186
0|	-7|	0.018518518518518517
0|	-11|	0.2962962962962963
-13|	-2|	0.42105263157894735
-13|	-11|	0.5789473684210527
-7|	-11|	1.0
-2|-11	0|-2.-11	0.5714285714285714
-2|-29	0|-2.-29	0.8333333333333334
0|-2.-11	-11|	0.5714285714285714
0|-2.-11	-13|	0.39285714285714285
0|-2.-11	-29|0.-2.-11	1.0
0|-2.-29	-29|	0.8333333333333334
0|-2.-29	-13|	0.16666666666666666
-29|0.-2.-11	-13|	1.0
