-14 => -9 1.0
-10 -12 => -11 0.333333333333
-10 -12 => -10 0.333333333333
-10 -12 => -14 0.333333333333
-4 => -5 0.5
-4 => -10 0.5
-9 -5 => -10 1.0
-14 -9 => -5 1.0
-9 => -11 0.181818181818
-9 => -10 0.272727272727
-9 => -7 0.454545454545
-9 => -5 0.0909090909091
-5 => -4 0.333333333333
-5 => -12 0.5
-5 => -10 0.166666666667
-7 -12 => -9 1.0
-10 => -12 0.375
-10 => -9 0.625
-13 => -12 0.666666666667
-13 => -9 0.333333333333
-7 => -5 0.8
-7 => -12 0.2
-11 -12 => -13 1.0
-11 => -12 0.5
-11 => -9 0.5
-12 => -11 0.181818181818
-12 => -10 0.181818181818
-12 => -13 0.363636363636
-12 => -9 0.181818181818
-12 => -14 0.0909090909091
