24|	4|	0.333333333333
24|	19|24	1.0
7|0	0|7	1.0
0|	5|0	1.0
0|	4|0	0.666666666667
0|	7|0	1.0
0|	3|	0.0588235294118
0|	2|	0.235294117647
0|	-1|	0.0588235294118
16|	7|16	1.0
16|	19|16	0.2
16|	21|16	1.0
2|4.7	7|2	1.0
-1|	5|-1	1.0
-1|	9|-1	1.0
5|4	4|5	0.4
5|4	2|5	0.4
5|4	7|5	0.2
19|	12|19	1.0
19|	24|	0.117647058824
19|	26|	0.117647058824
19|	18|	0.117647058824
19|	5|19	1.0
19|	11|	0.0588235294118
19|	17|	0.117647058824
19|	16|19	1.0
19|	23|	0.117647058824
7|4.9	0|7	1.0
4|0	5|4	0.111111111111
4|0	0|4	0.666666666667
4|0	3|4.0	1.0
4|0	2|	0.111111111111
2|0.9	4|2	1.0
9|	10|	0.111111111111
9|	0|9	1.0
9|	7|9	0.4
9|	11|9	1.0
9|	4|9	0.5
9|	8|	0.111111111111
9|10	8|	1.0
11|	9|11	0.5
11|	21|	0.142857142857
11|	14|11	1.0
11|	12|11	0.333333333333
0|7	2|	0.5
0|7	5|0	0.5
5|0	-5|	1.0
21|16	12|21	1.0
16|19	21|16	1.0
3|4	4|3.4	0.25
3|4	0|3	0.333333333333
19|14	5|19	1.0
18|	19|18	1.0
0|4	4|0	1.0
10|	9|10	1.0
10|	7|10	1.0
26|	24|	1.0
7|6	12|7	0.333333333333
7|6	11|7	0.666666666667
14|11	19|14	1.0
7|4.12	5|7	1.0
11|9	12|11	1.0
19|21	23|	0.5
19|21	17|	0.5
0|4.3	4|0.4.3	1.0
5|7	4|5	0.6
5|7	9|5	0.4
9|-1	7|9	1.0
6|	7|6	0.666666666667
6|	9|6	1.0
19|7	12|19	1.0
19|16	24|	0.4
19|16	11|	0.2
19|16	18|	0.4
4|7	2|4.7	1.0
4|7	9|4	0.5
7|9	5|7	0.6
7|9	11|7	0.4
7|16	12|7	1.0
5|2	-1|	1.0
7|	12|7	0.4
7|	5|7	0.4
7|	9|7	1.0
7|	10|	0.0714285714286
7|	6|	0.0357142857143
7|	0|7	0.5
7|	19|7	1.0
7|	11|7	0.5
7|	4|7	0.5
9|5	10|	1.0
12|7	16|	0.6
12|7	7|12	0.4
9|11	7|9	0.5
9|11	11|9	0.5
12|	11|	0.315789473684
12|	7|12	0.666666666667
12|	4|12	0.333333333333
12|	14|	0.210526315789
12|	16|	0.157894736842
4|12	0|4	0.333333333333
4|12	7|4.12	1.0
-5|	4|-5	1.0
7|2	19|7	1.0
4|5.-1	0|4	1.0
4|3	7|4.3	1.0
4|3	3|4	0.166666666667
4|3	9|4	0.166666666667
4|3	0|4.3	1.0
3|4.0	0|3	1.0
4|	5|4	0.4
4|	7|	0.156862745098
4|	3|4	0.333333333333
4|	12|4	1.0
4|	0|4	1.0
4|	2|	0.176470588235
4|	9|4	0.666666666667
7|4.3	12|7	1.0
4|0.4.3	2|	1.0
9|7	11|9	1.0
0|9	2|0.9	1.0
0|2	7|0	0.25
0|2	2|	0.5
0|2	-1|	0.25
21|	19|21	0.5
21|	12|21	1.0
2|5	5|2	1.0
12|11	11|	0.333333333333
12|11	7|12	0.166666666667
12|11	4|12	0.5
5|	9|5	1.0
5|	4|5	0.222222222222
5|	-5|	0.111111111111
5|	2|5	1.0
5|	7|5	1.0
5|	-1|	0.111111111111
7|10	10|	1.0
7|12	6|	0.333333333333
7|12	4|7	0.666666666667
4|-5	2|	1.0
4|5.19	5|4	1.0
9|4	0|9	0.666666666667
9|4	7|9	0.333333333333
7|4.2	4|7	1.0
11|12.14	21|	1.0
19|18	26|	1.0
0|3	3|	1.0
14|	16|	0.333333333333
14|	19|14	1.0
14|	12|14	1.0
2|	6|	0.210526315789
2|	0|2	0.5
2|	4|2	0.333333333333
2|	5|2	1.0
2|	7|2	1.0
11|7	9|11	0.5
11|7	14|11	0.5
12|14	11|12.14	1.0
9|8	4|9	1.0
12|4	11|	1.0
4|9	7|4.9	1.0
4|9	12|4	0.5
4|2	7|4.2	1.0
4|2	5|4	0.333333333333
5|-1	4|5.-1	1.0
7|5	9|7	1.0
4|3.4	7|4.3	0.5
4|3.4	3|4	0.25
4|3.4	9|4	0.25
17|	16|	1.0
23|	21|	1.0
3|	0|3	1.0
3|	4|3	0.166666666667
19|24	16|19	1.0
9|6	4|9	1.0
12|21	14|	1.0
12|19	14|	1.0
5|19	4|5.19	1.0
4|5	5|4	0.222222222222
4|5	2|	0.333333333333
4|5	0|4	0.222222222222
4|5	3|4	0.222222222222
8|	9|8	1.0
