-10 -7 => -8 1.0
-12 -7 => -5 0.5
-12 -7 => -10 0.5
-3 => -5 0.666666666667
-3 => -8 0.333333333333
-15 -10 => -1 1.0
-8 => -10 0.5
-8 => -7 0.428571428571
-8 => -15 0.0714285714286
-12 -10 => -7 0.5
-12 -10 => -8 0.5
-5 => -10 0.125
-5 => -7 0.5
-5 => -12 0.25
-5 => -3 0.125
-10 -7 -8 => -15 1.0
-10 => -5 0.0833333333333
-10 => -7 0.0833333333333
-10 => -12 0.333333333333
-10 => -1 0.0833333333333
-10 => -8 0.416666666667
-7 => -5 0.384615384615
-7 => -10 0.0769230769231
-7 => -8 0.538461538462
-13 => -3 1.0
-5 -12 => -10 1.0
-1 => -3 1.0
-12 => -10 0.333333333333
-12 => -13 0.166666666667
-12 => -8 0.166666666667
-12 => -7 0.333333333333
-15 => -10 1.0
